Start Date,1/1/2000,,,,,,,,,,,,,,,,,,
End Date,12/1/2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,SENSEX Index,BSEAUTO Index,BANKEX Index,BSETCG Index,BSETCD Index,SPBSCGIP Index,SPBSHLIP Index,SPBSITIP Index,BSEMETL Index,BSEOIL Index,BSEREAL Index,BSEPOWR Index,SPBSCDIP Index,SPBSBMIP Index,SPBSENIP Index,SPBSFIIP Index,SPBSIDIP Index,SPBSTLIP Index,SPBSUTIP Index
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
5/16/2000,4230.13,891.07,#N/A N/A,640.94,832.25,#N/A N/A,#N/A N/A,#N/A N/A,1270.28,857.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/17/2000,4234.23,900.05,#N/A N/A,640.45,860.06,#N/A N/A,#N/A N/A,#N/A N/A,1288.28,896.02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/18/2000,4192.44,891.46,#N/A N/A,632.44,855.41,#N/A N/A,#N/A N/A,#N/A N/A,1304.8,879.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/19/2000,4068.65,890.64,#N/A N/A,628.67,839.14,#N/A N/A,#N/A N/A,#N/A N/A,1300.78,862.86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/22/2000,3920.18,876.57,#N/A N/A,826.56,1187.94,#N/A N/A,#N/A N/A,#N/A N/A,1293.37,837.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/23/2000,3943.54,861.86,#N/A N/A,628.67,839.14,#N/A N/A,#N/A N/A,#N/A N/A,1290.12,831.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/24/2000,3933.65,867.75,#N/A N/A,639.46,822.37,#N/A N/A,#N/A N/A,#N/A N/A,1283.37,850.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/25/2000,3999.03,881.66,#N/A N/A,650,835.19,#N/A N/A,#N/A N/A,#N/A N/A,1280.07,877.55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/26/2000,4084.71,881.22,#N/A N/A,663.38,839.65,#N/A N/A,#N/A N/A,#N/A N/A,1271.73,880.62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/29/2000,4189.85,902.29,#N/A N/A,693.75,878.88,#N/A N/A,#N/A N/A,#N/A N/A,1302.59,896.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/30/2000,4311.77,918.44,#N/A N/A,708.93,894.5,#N/A N/A,#N/A N/A,#N/A N/A,1309.2,911.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/31/2000,4433.61,937.07,#N/A N/A,707.47,912.16,#N/A N/A,#N/A N/A,#N/A N/A,1334.81,905.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/2000,4325.47,919.83,#N/A N/A,707.47,912.16,#N/A N/A,#N/A N/A,#N/A N/A,1311.98,870.33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/2/2000,4453.47,917.2,#N/A N/A,691.63,882.61,#N/A N/A,#N/A N/A,#N/A N/A,1379.56,885.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/5/2000,4531.53,917.83,#N/A N/A,698.05,907.49,#N/A N/A,#N/A N/A,#N/A N/A,1383.01,898.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/6/2000,4591.68,927.55,#N/A N/A,708.53,894.63,#N/A N/A,#N/A N/A,#N/A N/A,1393.46,895.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/7/2000,4604.84,925.38,#N/A N/A,704.12,888.57,#N/A N/A,#N/A N/A,#N/A N/A,1393.41,905.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/8/2000,4728.81,928.34,#N/A N/A,722.13,895.05,#N/A N/A,#N/A N/A,#N/A N/A,1396.25,940.76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/9/2000,4729.63,939.62,#N/A N/A,892.84,1279.14,#N/A N/A,#N/A N/A,#N/A N/A,1403.61,947.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/12/2000,4639.46,937.52,#N/A N/A,715.7,915.76,#N/A N/A,#N/A N/A,#N/A N/A,1409.3,946.53,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/13/2000,4615.13,945.46,#N/A N/A,727.93,947.66,#N/A N/A,#N/A N/A,#N/A N/A,1379.91,953.47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/14/2000,4625.04,951.88,#N/A N/A,733.23,938.29,#N/A N/A,#N/A N/A,#N/A N/A,1377.5,962.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/15/2000,4653.22,948.62,#N/A N/A,726.78,929.3,#N/A N/A,#N/A N/A,#N/A N/A,1389.3,943.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/16/2000,4764.67,959.88,#N/A N/A,722.29,925.77,#N/A N/A,#N/A N/A,#N/A N/A,1410.58,954.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/19/2000,4837.24,961.38,#N/A N/A,740.22,957.34,#N/A N/A,#N/A N/A,#N/A N/A,1429.4,957.85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/20/2000,4863.9,958.11,#N/A N/A,746.56,997.93,#N/A N/A,#N/A N/A,#N/A N/A,1426.07,959.03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/21/2000,4731.57,945.98,#N/A N/A,740.05,971.41,#N/A N/A,#N/A N/A,#N/A N/A,1413.35,966.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/22/2000,4794.16,943.98,#N/A N/A,753.95,969.27,#N/A N/A,#N/A N/A,#N/A N/A,1410.62,983.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/23/2000,4721.7,929.18,#N/A N/A,741.04,934.07,#N/A N/A,#N/A N/A,#N/A N/A,1397.76,1002.89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/26/2000,4670.09,927.53,#N/A N/A,738.44,929.89,#N/A N/A,#N/A N/A,#N/A N/A,1411.51,993.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/27/2000,4686.91,924.61,#N/A N/A,741.3,928.4,#N/A N/A,#N/A N/A,#N/A N/A,1402.24,985.53,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/28/2000,4748.8,926.41,#N/A N/A,742.69,935.32,#N/A N/A,#N/A N/A,#N/A N/A,1388.24,985.93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/29/2000,4792.74,935.76,#N/A N/A,739.29,916.75,#N/A N/A,#N/A N/A,#N/A N/A,1384.7,983.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/30/2000,4748.77,931.49,#N/A N/A,731.38,916.93,#N/A N/A,#N/A N/A,#N/A N/A,1365.45,963.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/3/2000,4844.98,926.81,#N/A N/A,734.4,939.91,#N/A N/A,#N/A N/A,#N/A N/A,1405.7,974.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/4/2000,4887.06,931.75,#N/A N/A,750.89,928.13,#N/A N/A,#N/A N/A,#N/A N/A,1408.2,976.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/5/2000,4912.11,933.67,#N/A N/A,750.56,935.57,#N/A N/A,#N/A N/A,#N/A N/A,1399.17,986.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/6/2000,4885.6,936.27,#N/A N/A,746.75,928,#N/A N/A,#N/A N/A,#N/A N/A,1388.29,993.84,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/7/2000,4905.94,933.27,#N/A N/A,768.81,922.4,#N/A N/A,#N/A N/A,#N/A N/A,1387.64,996.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/10/2000,4867.43,944.31,#N/A N/A,775.37,928.62,#N/A N/A,#N/A N/A,#N/A N/A,1393.64,997.55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/11/2000,4898.07,947.06,#N/A N/A,779.63,921.02,#N/A N/A,#N/A N/A,#N/A N/A,1392.68,1008.47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/12/2000,4964.28,958.74,#N/A N/A,793.19,930.75,#N/A N/A,#N/A N/A,#N/A N/A,1421.49,1014.42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/13/2000,4880.8,951.88,#N/A N/A,780.87,925.94,#N/A N/A,#N/A N/A,#N/A N/A,1430.9,996.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/14/2000,4856.82,945.03,#N/A N/A,781.49,920.2,#N/A N/A,#N/A N/A,#N/A N/A,1414.72,988.02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/17/2000,4747.32,959.92,#N/A N/A,779.38,929.92,#N/A N/A,#N/A N/A,#N/A N/A,1460.34,981.59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/18/2000,4734.8,956.18,#N/A N/A,772.7,930.1,#N/A N/A,#N/A N/A,#N/A N/A,1433.94,970.55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/19/2000,4616.01,942.36,#N/A N/A,739.63,920.61,#N/A N/A,#N/A N/A,#N/A N/A,1404.18,967.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/20/2000,4575.67,934.19,#N/A N/A,731.79,920.84,#N/A N/A,#N/A N/A,#N/A N/A,1396.83,955.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/21/2000,4463.66,920.04,#N/A N/A,724.4,909.05,#N/A N/A,#N/A N/A,#N/A N/A,1359.29,950.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/24/2000,4188.34,883.6,#N/A N/A,695.73,874.51,#N/A N/A,#N/A N/A,#N/A N/A,1308.88,908.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/25/2000,4336.2,893.8,#N/A N/A,719.81,895.69,#N/A N/A,#N/A N/A,#N/A N/A,1325.86,926.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/26/2000,4191.27,863.1,#N/A N/A,707.95,889.17,#N/A N/A,#N/A N/A,#N/A N/A,1310.73,933.34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/27/2000,4281.13,883.49,#N/A N/A,719.94,877.86,#N/A N/A,#N/A N/A,#N/A N/A,1322.52,926.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/28/2000,4276.7,874.2,#N/A N/A,719.75,854.93,#N/A N/A,#N/A N/A,#N/A N/A,1323.49,922.79,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/31/2000,4279.86,854.85,#N/A N/A,699.49,850.93,#N/A N/A,#N/A N/A,#N/A N/A,1327.75,929.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/2000,4253.69,832.55,#N/A N/A,695.03,837.34,#N/A N/A,#N/A N/A,#N/A N/A,1327.33,900.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/2/2000,4260.88,833.86,#N/A N/A,691.49,831.15,#N/A N/A,#N/A N/A,#N/A N/A,1332.25,897.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/3/2000,4207.63,827.52,#N/A N/A,686.79,826.77,#N/A N/A,#N/A N/A,#N/A N/A,1315.27,899.79,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/4/2000,4186.16,813.59,#N/A N/A,686.79,826.77,#N/A N/A,#N/A N/A,#N/A N/A,1300.3,865.26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/7/2000,4201.25,817.49,#N/A N/A,667.75,816.55,#N/A N/A,#N/A N/A,#N/A N/A,1282.27,855.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/8/2000,4317.22,821.85,#N/A N/A,669.24,822.76,#N/A N/A,#N/A N/A,#N/A N/A,1286.82,857.66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/9/2000,4317.04,824.33,#N/A N/A,677.24,835.54,#N/A N/A,#N/A N/A,#N/A N/A,1283.27,860.85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/10/2000,4253.23,818.98,#N/A N/A,674.19,831,#N/A N/A,#N/A N/A,#N/A N/A,1268.09,857.41,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/11/2000,4192,812.43,#N/A N/A,662.63,810.91,#N/A N/A,#N/A N/A,#N/A N/A,1253.2,845.45,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/14/2000,4232.51,811.24,#N/A N/A,660.15,813.72,#N/A N/A,#N/A N/A,#N/A N/A,1242.28,833.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/15/2000,4232.51,811.24,#N/A N/A,660.15,813.72,#N/A N/A,#N/A N/A,#N/A N/A,1242.28,833.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/16/2000,4325.67,824.95,#N/A N/A,667.07,826.19,#N/A N/A,#N/A N/A,#N/A N/A,1252.59,839.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/17/2000,4294.18,834.07,#N/A N/A,672.87,825.32,#N/A N/A,#N/A N/A,#N/A N/A,1246.74,849.92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/18/2000,4347.04,833.13,#N/A N/A,675.85,834.87,#N/A N/A,#N/A N/A,#N/A N/A,1241.55,838.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/21/2000,4409.57,839.46,#N/A N/A,688.14,853.14,#N/A N/A,#N/A N/A,#N/A N/A,1258.72,846.56,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/22/2000,4461.23,838.08,#N/A N/A,687.87,852.01,#N/A N/A,#N/A N/A,#N/A N/A,1259.26,840.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/23/2000,4444.79,842.12,#N/A N/A,700.43,868.3,#N/A N/A,#N/A N/A,#N/A N/A,1259.44,843.73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/24/2000,4459.07,835.81,#N/A N/A,694.61,865.65,#N/A N/A,#N/A N/A,#N/A N/A,1249.41,842.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/25/2000,4416.86,837.32,#N/A N/A,694.76,862.94,#N/A N/A,#N/A N/A,#N/A N/A,1244.42,839.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/28/2000,4395.81,854.84,#N/A N/A,698.77,880.75,#N/A N/A,#N/A N/A,#N/A N/A,1247.85,844.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/29/2000,4401.82,848.78,#N/A N/A,706.92,893.69,#N/A N/A,#N/A N/A,#N/A N/A,1245.2,837.68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/30/2000,4411.85,843.81,#N/A N/A,699.79,885.36,#N/A N/A,#N/A N/A,#N/A N/A,1257.42,850.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/31/2000,4477.31,847.28,#N/A N/A,711.34,888.42,#N/A N/A,#N/A N/A,#N/A N/A,1259.85,860.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/2000,4477.31,847.28,#N/A N/A,711.34,888.42,#N/A N/A,#N/A N/A,#N/A N/A,1259.85,860.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/4/2000,4602.43,849.92,#N/A N/A,713.02,898.11,#N/A N/A,#N/A N/A,#N/A N/A,1269.82,866.57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/5/2000,4598.65,854.7,#N/A N/A,723.62,896.95,#N/A N/A,#N/A N/A,#N/A N/A,1291.41,877.29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/6/2000,4606.35,865.69,#N/A N/A,724.27,894.26,#N/A N/A,#N/A N/A,#N/A N/A,1316.86,879.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/7/2000,4628.93,862.59,#N/A N/A,727.53,911.77,#N/A N/A,#N/A N/A,#N/A N/A,1324.93,887.82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/8/2000,4668.27,855.86,#N/A N/A,728.91,932.92,#N/A N/A,#N/A N/A,#N/A N/A,1330.05,881.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/11/2000,4696.6,865.09,#N/A N/A,724.37,957.8,#N/A N/A,#N/A N/A,#N/A N/A,1331.29,888.76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/12/2000,4763.63,869.55,#N/A N/A,723.97,964.56,#N/A N/A,#N/A N/A,#N/A N/A,1320.92,907.03,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/13/2000,4702.52,859.13,#N/A N/A,715.07,940.99,#N/A N/A,#N/A N/A,#N/A N/A,1365.96,911.47,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/14/2000,4671.92,852.57,#N/A N/A,710.57,926.42,#N/A N/A,#N/A N/A,#N/A N/A,1329.9,920.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/15/2000,4562.38,837.66,#N/A N/A,691.82,900.62,#N/A N/A,#N/A N/A,#N/A N/A,1332.49,898.43,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/18/2000,4366.41,830.63,#N/A N/A,677.83,885.9,#N/A N/A,#N/A N/A,#N/A N/A,1302.35,872.74,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/19/2000,4264.34,823.5,#N/A N/A,656.78,868.67,#N/A N/A,#N/A N/A,#N/A N/A,1270.4,860.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/20/2000,4325.25,827.58,#N/A N/A,656.84,879.96,#N/A N/A,#N/A N/A,#N/A N/A,1271.52,875.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/21/2000,4257.2,822.35,#N/A N/A,656.63,870.65,#N/A N/A,#N/A N/A,#N/A N/A,1252.87,870.02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/22/2000,4032.37,798.93,#N/A N/A,636.13,818.33,#N/A N/A,#N/A N/A,#N/A N/A,1192.37,858.38,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/25/2000,4173.48,794.53,#N/A N/A,650.06,842.91,#N/A N/A,#N/A N/A,#N/A N/A,1119.04,858.69,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/26/2000,4089.58,780.94,#N/A N/A,642.09,821.7,#N/A N/A,#N/A N/A,#N/A N/A,1114.92,840.02,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/27/2000,4164.1,781.49,#N/A N/A,646.27,829.98,#N/A N/A,#N/A N/A,#N/A N/A,1122.84,878.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/28/2000,4067.38,774.67,#N/A N/A,631.02,812.94,#N/A N/A,#N/A N/A,#N/A N/A,1112.65,868.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
