Start Date,1/1/2000,,,,,,,,,,,,,,,,,,
End Date,12/1/2017,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,SENSEX Index,BSEAUTO Index,BANKEX Index,BSETCG Index,BSETCD Index,SPBSCGIP Index,SPBSHLIP Index,SPBSITIP Index,BSEMETL Index,BSEOIL Index,BSEREAL Index,BSEPOWR Index,SPBSCDIP Index,SPBSBMIP Index,SPBSENIP Index,SPBSFIIP Index,SPBSIDIP Index,SPBSTLIP Index,SPBSUTIP Index
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
7/23/2009,15231.04,5274.23,8409.08,12394.35,3066.21,2721.16,3848.46,3971.6,11835.68,9589.83,3635.69,2855.98,1155.779,1528.717,2499.868,1729.812,1946.358,1670.955,2098.141
7/24/2009,15378.96,5545.3,8335.02,12578.88,3139.03,2757.21,3869.51,4050.56,12118.27,9595.25,3790.65,2903.37,1194.157,1561.281,2499.738,1717.324,1986.864,1703.135,2126.747
7/27/2009,15375.04,5517.28,8329.33,12665.93,3191.06,2851.23,3894,4074.78,12352.04,9298.83,3908.71,2969.85,1202.603,1588.64,2427.416,1716.47,1999.136,1728.303,2161.901
7/28/2009,15331.94,5622.99,8227.35,12662.17,3164.98,2826.77,3894.72,4057.86,12506.25,9223.26,4090.12,2994.61,1222.361,1605.586,2409.594,1704.179,2016.726,1747.221,2184.544
7/29/2009,15173.46,5595.6,8127.46,12440.16,3066.04,2777.08,3846.36,4061.64,12217.24,9252.42,3911.77,2957.42,1209.474,1571.642,2420.838,1684.543,1976.985,1721.307,2160.576
7/30/2009,15387.96,5643.75,8305.91,12465.13,3070.08,2843.56,3853,4170.36,12215.15,9235.04,3962.56,2956.58,1214.414,1582.706,2409.587,1723.243,1985.004,1719.48,2186.338
7/31/2009,15670.31,5713.68,8465.76,12595.94,3119.09,2924.27,3871.79,4236.23,12395.26,9480.09,3908.77,2970.46,1216.646,1604.24,2480.298,1756.064,2014.443,1687.699,2182.13
8/3/2009,15924.23,5976.45,8567.69,12825.22,3094.21,2914.45,3930.67,4276.56,12818.02,9673.08,4072.49,3035.63,1254.064,1648.441,2535.055,1776.932,2054.217,1706.139,2206.991
8/4/2009,15830.98,6006.83,8506.72,12788.75,3137.89,2926.55,3879.99,4236.82,12776.97,9696.77,4023.55,2996.69,1255.771,1646.578,2549.158,1765.069,2047.496,1669.097,2171.154
8/5/2009,15903.83,5940.11,8499.69,12724.12,3204.17,2908.38,3913.89,4320.01,12795.49,9885.45,3946.28,2994.4,1247.427,1651.098,2603.75,1761.307,2045.7,1666.444,2180.003
8/6/2009,15514.03,5676.95,8357.38,12454.37,3136.08,2813.82,3885.38,4229.25,12405.06,9729.75,3802.2,2925.67,1205.846,1599.977,2564.089,1728.19,1993.154,1643.455,2132.329
8/7/2009,15160.24,5457.09,8110.08,12157.02,3013.23,2752.26,3836.31,4182.84,12141.71,9558.58,3676.95,2848.15,1164.01,1569.262,2514.577,1684.315,1943.508,1577.99,2094.7
8/10/2009,15009.77,5210.27,8004.99,11909.91,2968.31,2681.96,3823.54,4284.23,12064.9,9517.44,3615.81,2821.59,1125.188,1537.66,2506.738,1657.817,1906.24,1550.912,2083.278
8/11/2009,15074.59,5370.48,8046.96,11967.9,2978.21,2700.88,3857.16,4300.22,12305.66,9582.34,3693.02,2844.42,1138.045,1557.476,2516.816,1662.756,1922.177,1573.024,2112.522
8/12/2009,15020.16,5389.92,8006.95,11917.47,2988.62,2700.21,3904.48,4230.22,12105.09,9522.29,3772.59,2838.61,1144.784,1547.158,2503.527,1656.899,1921.263,1629.291,2100.793
8/13/2009,15518.49,5627.82,8354.08,12417.75,3067.43,2801.64,3974.1,4312.81,12779.72,9701.61,4031.26,2916.84,1192.593,1618.096,2551.355,1724.491,1998.916,1671.417,2157.692
8/14/2009,15411.63,5569.22,8285.99,12347.4,3104.17,2759.79,3947.58,4272.58,12720.84,9869.21,3963.06,2896.93,1184.116,1614.394,2589.978,1707.151,1987.129,1652.712,2165.001
8/17/2009,14784.92,5303.5,7947.87,11881.17,2986.2,2652.17,3849.48,4154.21,11938.91,9432.51,3662.7,2808.76,1132.392,1531.949,2476.761,1641.856,1910.861,1604.088,2083.872
8/18/2009,15035.26,5393.24,8077.56,12313.5,3004.19,2695.82,3873.07,4173.84,12213.25,9514.31,3750.4,2868.06,1150.955,1556.124,2500.321,1674.052,1969.952,1643.648,2116.008
8/19/2009,14809.64,5277.76,7996.22,12223.49,2987.84,2677.66,3830.21,4126.04,11929.02,9259.6,3680.77,2812.57,1134.712,1519.688,2435.982,1659.491,1953.022,1615.758,2072.455
8/20/2009,15012.32,5414.82,8144.32,12345.87,3037.29,2694.09,3844.59,4184.91,12095.4,9351.17,3737.96,2859.44,1157.142,1540.078,2462.893,1686.587,1973.076,1617.965,2095.166
8/21/2009,15240.83,5537.94,8287.61,12481.76,3049.95,2733.1,3870.55,4264.25,12225.72,9500.59,3868.14,2899.77,1184.673,1556.917,2497.464,1713.765,1995.069,1652.552,2122.922
8/24/2009,15628.75,5698.83,8446.02,12913.48,3159.55,2824.97,3913.07,4376.1,12614.67,9657.11,4064.95,2955.74,1219.311,1600.114,2540.161,1750.309,2062.569,1672.76,2156.277
8/25/2009,15688.47,5725.7,8371.69,12982.85,3216.28,2824.11,3964.74,4478.83,12627.13,9766.1,4092.75,2959.39,1222.862,1604.224,2574.271,1739.038,2075.99,1660.275,2159.852
8/26/2009,15769.85,5729.34,8358.5,13028.96,3201.95,2802.22,3988.41,4614.47,12677.56,9826.01,4142.94,2977.98,1235.924,1612.02,2589.503,1742.459,2089.653,1665.984,2182.501
8/27/2009,15781.07,5743.59,8310.62,13179.9,3333.63,2807.2,4030.84,4631.91,12566.52,9837.61,4132.19,2986.24,1245.091,1604.542,2589.864,1735.033,2108.635,1685.777,2188.284
8/28/2009,15922.34,5815.07,8403.71,13331.37,3299.01,2798.95,4029.46,4613.19,12659.27,9944.84,4288.94,3002.3,1260.154,1615.932,2620.479,1752.902,2133.273,1734.393,2194.898
8/31/2009,15666.64,5878.23,8344.62,13151.15,3295.34,2775.53,3999.88,4534,12382.92,9774.73,4413.59,2991.94,1272.985,1600.702,2580.783,1743.026,2114.65,1702.429,2182.278
9/1/2009,15551.19,6022.44,8278.49,12935.62,3262.8,2775.14,3951.96,4550.34,12142.16,9668.64,4278.03,2942.24,1272.208,1571.131,2550.32,1721.052,2083.41,1693.421,2155.485
9/2/2009,15467.46,5940.58,8228.2,12772.07,3256.47,2784.92,3960.9,4587.44,12089.24,9683.97,4202.65,2910.61,1257.386,1564.359,2549.656,1713.164,2059.102,1685.449,2149.208
9/3/2009,15398.33,5908.94,8242.2,12698.22,3280.99,2775.32,3949.93,4610.06,12160.62,9575.1,4209.62,2897.9,1259.149,1572.482,2514.732,1713.553,2052.279,1686.022,2147.217
9/4/2009,15689.12,6079.27,8345.34,12989.09,3289.82,2816.66,3980.97,4634.96,12496.06,9782.17,4297.49,2933.41,1282.699,1607.78,2570.161,1741.102,2086.115,1692.559,2168.958
9/7/2009,16016.32,6228.2,8603.92,13209.76,3378.54,2821.41,4045.02,4698.59,12989.46,9930,4533.36,2974.18,1312.355,1658.398,2610.695,1791.453,2139.29,1758.427,2202.814
9/8/2009,16123.67,6167.57,8643.9,13294.6,3389.89,2788.85,4019.4,4668.55,13315.37,10129.87,4491.13,2968.2,1306.887,1685.551,2667.985,1792.678,2147.37,1751.837,2192.021
9/9/2009,16183.55,6113.25,8694.8,13188.48,3368.2,2773.29,4032,4658.65,13346.79,10368.68,4417.06,2958.79,1298.077,1685.15,2735.323,1804.324,2134.145,1710.137,2188.002
9/10/2009,16216.86,6066.95,8782.64,13192.09,3314.83,2772.29,4063.33,4684.85,13510.61,10308.42,4317.14,2972.31,1282.494,1692.936,2718.909,1809.274,2131.184,1728.635,2191.338
9/11/2009,16264.3,6030.39,8911.44,13271.55,3374.24,2742.18,4054.15,4728.4,13458.91,10235.43,4246.78,2962.95,1276.434,1681.921,2700.803,1831.316,2129.632,1728.825,2178.838
9/14/2009,16214.19,6092.85,8955.34,13198.59,3338.58,2737.92,4051.74,4715.32,13440.18,10259.89,4213.44,2956.63,1277.011,1677.719,2705.726,1835.531,2126.908,1713.372,2179.903
9/15/2009,16454.45,6234.94,9178.91,13395.06,3385.77,2768.33,4089.8,4763.9,13942.19,10367.41,4378.11,2998.92,1307.615,1722.838,2733.593,1879.185,2162.113,1719.064,2215.281
9/16/2009,16677.04,6373.85,9361.27,13476.74,3459.25,2782.8,4112.91,4826.8,14527.67,10375.75,4457.07,3029.87,1332.573,1781.285,2739.938,1906.647,2181.901,1738.841,2224.524
9/17/2009,16711.11,6467.21,9434.68,13550.67,3482.17,2779.27,4108.36,4911.89,14488.81,10079.36,4416.33,3023.06,1343.291,1781.378,2659.749,1915.52,2199.279,1777.21,2218.815
9/18/2009,16741.3,6603.1,9324.1,13594.11,3481.73,2778.69,4139.61,4919.64,14514.59,10126.25,4473.21,3046.28,1361.697,1794.393,2670.93,1900.812,2219.758,1793.636,2242.562
9/21/2009,16741.3,6603.1,9324.1,13594.11,3481.73,2778.69,4139.61,4919.64,14514.59,10126.25,4473.21,3046.28,1361.697,1794.393,2670.93,1900.812,2219.758,1793.636,2242.562
9/22/2009,16886.43,6668.53,9414.64,13713.37,3500.38,2818.82,4170.38,5008.91,14528.52,10123.19,4518.9,3066.53,1374.803,1797.046,2670.239,1932.344,2232.733,1765.434,2254.499
9/23/2009,16719.5,6597.46,9403.9,13500.92,3467.78,2782.18,4155.17,4923.44,14434.98,10139.86,4414.64,3032.29,1355.042,1782.582,2671.134,1924.466,2194.306,1713.184,2231.5
9/24/2009,16781.43,6553.53,9543.42,13553.19,3441.06,2805.39,4190.67,4852.83,14271.74,10141.97,4444.26,3042.63,1357.312,1769.549,2672.851,1954.879,2202.83,1732.926,2247.552
9/25/2009,16693,6525.56,9434.49,13477.32,3469.43,2824.71,4406.38,4788.08,13952.93,10240.15,4474.93,3028.35,1363.411,1750.929,2699.954,1941.033,2193.282,1717.624,2239.981
9/28/2009,16693,6525.56,9434.49,13477.32,3469.43,2824.71,4406.38,4788.08,13952.93,10240.15,4474.93,3028.35,1363.411,1750.929,2699.954,1941.033,2193.282,1717.624,2239.981
9/29/2009,16852.91,6525.47,9504.93,13521.91,3516.41,2832.64,4477.12,4890.8,13960.82,10395.65,4446.06,3046.18,1365.151,1754.272,2739.254,1951.14,2198.267,1727.931,2263.613
9/30/2009,17126.84,6664.25,9855.6,13757.19,3507.38,2825.28,4507.03,4944.27,14176.62,10475.71,4509.66,3076.05,1387.003,1773.474,2760.528,2006.583,2226.083,1737.098,2272.788
10/1/2009,17134.55,6603.19,9931.79,13730.74,3475.98,2835.31,4447.95,4984.69,14202.6,10387.67,4507.64,3063.15,1380.144,1777.626,2737.468,2012.923,2222.919,1785.396,2248.642
10/2/2009,17134.55,6603.19,9931.79,13730.74,3475.98,2835.31,4447.95,4984.69,14202.6,10387.67,4507.64,3063.15,1380.144,1777.626,2737.468,2012.923,2222.919,1785.396,2248.642
10/5/2009,16866.41,6486.86,9732.11,13620.91,3455.8,2860.64,4424.37,4935.73,13850.42,10265.44,4348.49,3033.28,1355.307,1732.147,2702.217,1977.335,2191.959,1668.27,2227.463
10/6/2009,16958.54,6523.02,9915.5,13822.93,3465.73,2942.81,4437.03,4907.43,14159.28,10269.67,4311.64,3068.97,1351.977,1750.029,2700.221,2006.111,2211.988,1517.721,2242.733
10/7/2009,16806.66,6456.13,9832.47,13886.86,3624.57,2937.19,4497.31,4782.96,14482.2,10161.2,4333.76,3086.92,1355.021,1775.77,2675.975,1996.98,2227.685,1505.983,2245.084
10/8/2009,16843.54,6563.16,9930.36,13885.37,3658.03,2990.26,4529,4694.37,14671.1,10306.88,4424.52,3127.17,1366.248,1792.656,2708.062,2012.276,2241.975,1428.547,2277.416
10/9/2009,16642.66,6450.01,9771.71,13687.81,3670.87,2981.01,4482.59,4631.98,14511.67,10264.48,4389.93,3082.39,1359.121,1775.413,2695.04,1984.072,2209.392,1451.922,2259.587
10/12/2009,17026.67,6544.91,10028.45,13856.08,3807.44,3038.46,4536.22,4757.67,14807.54,10505.49,4455.07,3124.22,1382.671,1798.514,2755.746,2034.176,2236.997,1472.072,2293.307
10/13/2009,17026.67,6544.91,10028.45,13856.08,3807.44,3038.46,4536.22,4757.67,14807.54,10505.49,4455.07,3124.22,1382.671,1798.514,2755.746,2034.176,2236.997,1472.072,2293.307
10/14/2009,17231.11,6694.04,10191.84,14185.34,3864.8,3065.52,4603.57,4800.05,15587.83,10559.88,4519.11,3174.12,1405.714,1859.184,2774.907,2068.391,2292.363,1418.437,2317.049
10/15/2009,17195.2,6702.52,10352.75,14197.69,3822.48,3056.61,4560.88,4758.12,15856.43,10536.22,4536.81,3189.68,1408.438,1884.437,2764.833,2090.735,2295.425,1383.997,2334.782
10/16/2009,17322.82,6618.28,10589.91,14267.8,3795.2,3034.55,4570.45,4742.03,15682.05,10661.59,4689.05,3217.99,1414.087,1870.342,2797.27,2133.637,2309.98,1398.398,2353.465
10/19/2009,17326.01,6640.35,10558.55,14265.96,3822.17,3034.55,4570.45,4742.03,15784.09,10693,4687.24,3218.91,1414.087,1870.342,2797.27,2133.637,2309.98,1398.398,2353.465
10/20/2009,17223.01,6653.49,10520.01,14093.32,3764.9,3038.53,4553.18,4787.55,15911.44,10511.23,4729.45,3196.62,1419.608,1887.145,2760.593,2119.582,2299.18,1395.715,2353.267
10/21/2009,17009.17,6496.46,10309.98,14021.05,3718.78,2973.39,4494.82,4792.19,15642,10450.35,4741.82,3183.07,1402.112,1858.4,2742.531,2078.672,2281.39,1400.472,2350.953
10/22/2009,16789.74,6429.69,10098.65,13644.31,3620.37,2993,4428.24,4819.51,15353.89,10285.42,4524.28,3136.36,1371.851,1823.25,2700.912,2039.91,2217.87,1406.108,2312.049
10/23/2009,16810.81,6466.93,10231.41,13447.45,3638.78,3079.34,4522.43,4906.38,15420.96,10006.69,4522.81,3137.78,1385.3,1825.234,2637.87,2065.176,2200.583,1389.199,2310.305
10/26/2009,16740.5,6451.35,10064.02,13316.06,3552.28,3102.84,4551.11,4920.52,15243.17,9855.75,4315.39,3105.36,1367.793,1807.063,2601.152,2039.244,2174.754,1373.568,2283.729
10/27/2009,16353.4,6351.65,9679.08,13070.74,3436.6,3053.36,4502.95,4855.72,14356.37,9706.91,4046.04,3044.89,1318.247,1723.749,2567.866,1968.285,2126.533,1285.617,2217.153
10/28/2009,16283.49,6291.89,9533.66,13156.11,3374.94,3058.39,4528.47,4872.07,14273.48,9773.69,4081.64,3019.49,1307.046,1711.465,2587.457,1937.986,2138.834,1301.529,2196.668
10/29/2009,16052.72,6248.52,9290.23,12932.69,3344.66,3065.46,4525.02,4782.46,13904.73,9705.54,3820.46,2958.76,1276.311,1675.779,2569.752,1897.565,2100.728,1263.378,2159.763
10/30/2009,15896.28,6307.2,9336.16,12873.48,3348.21,3038.41,4494.84,4762.04,13940.17,9434.43,3827.13,2914.62,1278.865,1683.426,2499.331,1901.914,2094.293,1191.843,2125.298
11/2/2009,15896.28,6307.2,9336.16,12873.48,3348.21,3038.41,4494.84,4762.04,13940.17,9434.43,3827.13,2914.62,1278.865,1683.426,2499.331,1901.914,2094.293,1191.843,2125.298
11/3/2009,15404.94,6235.73,9156.16,12462.02,3265.22,2957.7,4452.04,4588.37,13110.68,9047.91,3453.63,2812.78,1229.245,1597.128,2395.139,1858.216,2030.298,1186.847,2064.598
11/4/2009,15912.13,6398.76,9437.91,12591.38,3325.21,3027.15,4542.26,4763.65,13813.32,9394.82,3786.82,2859.48,1281.288,1663.67,2482.941,1911.042,2076.276,1209.344,2121.207
11/5/2009,16063.9,6522.51,9523.84,12769.35,3338.06,3038.29,4585.4,4766.7,14218.25,9553.07,3884.5,2932.59,1304.452,1694.987,2513.516,1933.381,2107.064,1260.089,2186.102
11/6/2009,16158.28,6518.39,9690.49,12985.81,3390.17,3028.32,4627.94,4784.98,14507.5,9629.82,3993.68,2948.35,1321.031,1718.151,2534.073,1968.086,2148.226,1257.222,2191.645
11/9/2009,16498.72,6621.68,10155.67,13140.2,3472.98,3086.2,4684.79,4846.35,14852.9,9861.12,4081.54,2989.1,1346.615,1750.75,2592.039,2051.375,2177.579,1223.79,2231.018
11/10/2009,16440.56,6607.13,10184,13066.55,3462.43,3073.02,4669.25,4809.01,15056.8,9898.43,3968.34,2975.79,1327.131,1756.79,2604.654,2052.686,2169.493,1184.574,2223.465
11/11/2009,16849.6,6743.97,10391.28,13374.69,3544.59,3095.97,4768.66,4993.08,15699.97,10099.27,4061.24,3036.49,1352.203,1811.298,2653.354,2096.734,2225.758,1208.557,2270.616
11/12/2009,16696.03,6677.02,10127.97,13396.23,3504.69,3065.48,4744.66,5028.35,15286.57,10035.1,3937.46,3019.83,1335.127,1781.14,2638.612,2049.255,2217.846,1215.375,2243.082
11/13/2009,16848.83,6777.49,10202.18,13421.6,3474.04,3082.35,4744.84,5080.28,15540.99,10140.39,3902.09,3022.71,1344.731,1802.452,2666.39,2063.281,2223.214,1215.934,2244.324
11/16/2009,17032.51,6974.21,10301.71,13514.3,3514.23,3104.51,4782.88,5062.04,15914.91,10279.53,4024.85,3050.63,1379.827,1839.837,2697.748,2083.224,2243.495,1228.837,2272.958
11/17/2009,17050.65,6965.42,10337.08,13556.87,3533.96,3098.66,4782.75,5153.34,15973.36,10206.63,3977.02,3053.83,1375.158,1844.572,2678.558,2090.591,2245.898,1208.993,2274.751
11/18/2009,16998.78,6967.59,10256.61,13466.87,3555.65,3123.4,4804.29,5191.18,16165.23,10120.56,4003.48,3050.88,1376.266,1860.599,2656.789,2082.636,2247.023,1208.944,2266.475
11/19/2009,16785.65,6873.84,10056.79,13332.68,3532.23,3095.97,4763.78,5124.98,15878.7,10018.54,3828.8,3018.7,1349.714,1833.146,2629.629,2049.276,2215.012,1189.679,2252.313
11/20/2009,17021.85,6923.7,10253.14,13421.45,3484.39,3115.79,4812.14,5168.47,16095.74,10170.93,3858.83,3021.25,1358.714,1860.824,2667.42,2088.174,2234.976,1182.981,2261.268
11/23/2009,17180.18,6955.32,10327.58,13436.48,3476.79,3165.83,4874.3,5154.16,16349.83,10440.03,3847.95,3027.93,1363.129,1890.385,2731.912,2100.89,2238.345,1148.603,2282.953
11/24/2009,17131.08,7055.84,10282.11,13434.84,3525.57,3147.84,4886.94,5173.72,16216.72,10357.78,3824.76,3007.13,1370.92,1888.76,2711.765,2089.714,2240.27,1166.018,2272.954
11/25/2009,17198.95,7082.29,10334.82,13502.25,3521.46,3194.2,4868.85,5166.43,16221.25,10470.43,3712.52,3009.21,1365.708,1893.821,2733.9,2095.694,2244.273,1157.772,2281.804
11/26/2009,16854.93,6972.99,10061.72,13361,3442.59,3147.25,4857.89,5071.73,15924.49,10229.8,3634.22,2970.27,1348.2,1867.287,2676.987,2045.552,2216.263,1153.202,2238.806
11/27/2009,16632.01,6944.29,9920.29,13117.92,3430.56,3103.2,4853.64,4964.52,15717.01,10121.23,3614.1,2948.53,1336.053,1843.818,2645.473,2014.667,2176.917,1157.49,2224.678
11/30/2009,16926.22,7016.66,10042.46,13321.16,3489.43,3134.11,4898.75,5066.12,16292.03,10282.75,3660.45,2979.44,1348.068,1895.391,2686.993,2044.363,2224.008,1207.78,2254.61
12/1/2009,17198.27,7220.24,10273.56,13439.31,3508.1,3144.04,5023.47,5102.23,16632.52,10520.64,3886.45,3009.59,1389.17,1933.887,2750.83,2086.887,2256.88,1229.678,2276.516
12/2/2009,17169.91,7316.17,10361.58,13391.83,3496.15,3125.3,5037.6,5094.89,16620.02,10524.32,3959.18,2992.74,1398.635,1936.643,2745.13,2099.651,2261.836,1230.905,2279.801
12/3/2009,17185.68,7293.39,10367.42,13383.45,3510.82,3124.9,5130.05,5115.93,16818.38,10577.83,3982.02,3007.41,1403.438,1962.392,2755.277,2097.889,2258.587,1242.323,2293.607
12/4/2009,17101.54,7186.23,10244.63,13347.43,3493.69,3137.79,5189.21,5131.37,16867.93,10475.35,3953.61,3008.75,1389.123,1965.148,2736.718,2080.18,2253.426,1250.097,2287.077
12/7/2009,16983.14,7126.75,10182.4,13439.62,3491.81,3128.05,5140.57,5141.83,16313.01,10269.41,3857,2991.02,1375.851,1916.927,2684.901,2071.683,2254.596,1258.029,2267.395
12/8/2009,17227.68,7177.86,10318.35,13595.15,3571.62,3162.85,5144.46,5220.14,16664.12,10446.79,3982.99,3030.62,1395.194,1954.801,2730.463,2099.029,2282.177,1295.972,2296.24
12/9/2009,17125.22,7227.7,10155.11,13569.33,3571.56,3152.26,5128.44,5268.25,16315.68,10389.55,3963.08,3013.13,1399.354,1925.092,2718.388,2064.987,2273.797,1307.046,2276.042
12/10/2009,17189.31,7180.89,10231.4,13790.01,3541.26,3135.68,5126.52,5263.11,16380.66,10424.13,3960.03,3034.67,1397.56,1931.816,2724.643,2077.365,2297.385,1344.654,2281.081
12/11/2009,17119.03,7199.17,10106.17,13877.95,3549.43,3111.56,5096.58,5256.65,16419.26,10368.86,3922.62,3052.59,1394.025,1932.646,2711.145,2054.249,2302.978,1315.113,2272.446
12/14/2009,17097.55,7255.24,9991.88,14010.25,3507.41,3069.16,5101.32,5309.96,16282.3,10375.63,3922.85,3060.95,1398.939,1932.98,2711.101,2032.713,2313.505,1279.898,2262.952
12/15/2009,16877.16,7115.14,9696.95,13792.04,3462.33,3061.97,5093.52,5302.93,16192.3,10213.25,3875.83,3014.7,1376.93,1918.528,2676.995,1975.809,2276.815,1259.971,2223.017
12/16/2009,16912.77,7174.31,9642.28,13815.92,3452.61,3049.21,5122.95,5374.07,16328.08,10182.31,3829.02,3012.42,1375.863,1936.311,2667,1967.895,2282.267,1286.001,2225.576
12/17/2009,16894.25,7195.23,9660.74,13773.06,3512.07,3051.68,5188.72,5425.11,16385.96,10121.84,3786.64,3016.51,1382.762,1943.986,2652.197,1971.61,2285.624,1278.014,2231.068
12/18/2009,16719.83,7214.52,9542.94,13686.33,3530.78,3020.7,5254.43,5394.85,16226.29,9945.78,3708.76,2995.99,1371.898,1927.26,2610.446,1949.604,2275.839,1258.22,2214.881
12/21/2009,16601.2,7105.63,9552.77,13462.7,3576.71,3004.49,5219.01,5374,15968.25,9963.03,3664.24,2978.07,1358.006,1903.304,2614.084,1943.918,2250.518,1237.085,2207.301
12/22/2009,16692,7117.66,9663.39,13525.91,3588.58,3018.96,5217.11,5364.45,16426,9982.84,3719.62,3007.86,1367.487,1936.454,2617.553,1964.386,2259.171,1271.392,2239.845
12/23/2009,17231.11,7248.39,9918.27,13930.02,3616.77,3074.79,5258.83,5514.14,17091.37,10325.69,3823.28,3109.14,1390.457,1999.712,2703.101,2014.032,2316.804,1290.115,2311.141
12/24/2009,17360.61,7356.81,9968.03,14017.08,3655.34,3089.5,5260.38,5529.31,17333.73,10418.23,3854.04,3133.42,1402.165,2020.67,2729.379,2024.658,2338.897,1277.086,2324.294
12/25/2009,17360.61,7356.81,9968.03,14017.08,3655.34,3089.5,5260.38,5529.31,17333.73,10418.23,3854.04,3133.42,1402.165,2020.67,2729.379,2024.658,2338.897,1277.086,2324.294
12/28/2009,17360.61,7356.81,9968.03,14017.08,3655.34,3089.5,5260.38,5529.31,17333.73,10418.23,3854.04,3133.42,1402.165,2020.67,2729.379,2024.658,2338.897,1277.086,2324.294
12/29/2009,17401.56,7358.12,10005.36,14059.47,3691.6,3101.46,5207.67,5497.31,17493.75,10419.36,3838.16,3154.04,1403.748,2036.978,2730.967,2034.312,2349.924,1290.154,2341.514
12/30/2009,17343.82,7365.31,10012.13,13962.44,3745.23,3075.97,5200.43,5507.36,17359.12,10367.61,3859.4,3152.14,1409.664,2035.357,2722.742,2033.838,2343.901,1288.454,2339.291
12/31/2009,17464.81,7435.83,10030.8,14116.69,3785.39,3071,5190.42,5543.55,17399.22,10470.97,3855.78,3188.55,1417.504,2043.404,2747.276,2040.125,2367.437,1294.115,2352.291
1/1/2010,17464.81,7435.83,10030.8,14116.69,3785.39,3071,5190.42,5543.55,17399.22,10470.97,3855.78,3188.55,1417.504,2043.404,2747.276,2040.125,2367.437,1294.115,2352.291
1/4/2010,17558.73,7575.76,10108.2,14219.01,3853.86,3112.43,5199.39,5585.17,17715.3,10448.92,3870.74,3205.42,1432.581,2086.863,2742.117,2056.23,2399.03,1292.991,2367.34
1/5/2010,17686.24,7556.92,10194.82,14277.5,3870.95,3138.55,5235.77,5614.18,18391.45,10485.12,3914.81,3232.44,1440.356,2151.439,2750.488,2074.686,2412.118,1325.869,2397.437
1/6/2010,17701.13,7531.01,10239.12,14228.95,3897.28,3165.57,5326.02,5545.6,18210.77,10600.93,3970.98,3239.2,1440.276,2146.547,2781.558,2086.233,2419.69,1319.884,2398.286
1/7/2010,17615.72,7401.54,10195.65,14201.17,3940.71,3153.4,5287.72,5430.03,18222.87,10732.51,3946.04,3233.81,1433.155,2147.62,2811.103,2074.554,2410.601,1325.455,2410.575
1/8/2010,17540.29,7396.26,10151.51,14285.55,3915,3155.41,5300.95,5344.22,18090.71,10717.63,4073.61,3252.34,1441.974,2140.291,2806.142,2062.741,2425.532,1313.021,2417.932
1/11/2010,17526.71,7464.05,10166.93,14331.81,3921.32,3158.48,5306.65,5391.87,18208.6,10599.62,4178.12,3263.67,1466.953,2155.839,2776.075,2066.596,2444.81,1330.124,2428.535
1/12/2010,17422.51,7473.46,9967.18,14241.79,3858.79,3109.32,5277.12,5577.27,17789.47,10541.5,4048.47,3222.41,1455.268,2110.871,2764.092,2029.898,2424.834,1298.194,2397.662
1/13/2010,17509.8,7424.29,9907.15,14226.94,3860.91,3104.71,5307.53,5777.66,17920.83,10580.12,4062.59,3224.15,1456.59,2134.616,2775.634,2021.5,2431.415,1298.123,2405.489
1/14/2010,17584.87,7445.07,9900.51,14335.08,3924.58,3092.1,5334.62,5797.35,18040.37,10828.72,4052.1,3242.95,1462.735,2151.259,2838.855,2020.444,2451.31,1311.565,2408.969
1/15/2010,17554.3,7442.79,9921.23,14249.32,3911.06,3108.83,5340.05,5786.8,17951.8,10727.18,4081.68,3240.7,1464.161,2143.636,2814.838,2022.803,2447.96,1317.308,2408.778
1/18/2010,17641.08,7569.43,10160.75,14267.22,3964.46,3102.82,5318.69,5821.77,17894.15,10688.37,4078.16,3233.7,1479.706,2128.716,2799.564,2061.268,2456.657,1321.787,2414.144
1/19/2010,17486.06,7516.53,10205.37,14210.86,3993.92,3080.59,5248.3,5719.82,17854.44,10531.69,4006.91,3205.37,1462.896,2114.062,2765.275,2061.915,2438.028,1312.731,2375.287
1/20/2010,17474.49,7549.06,10205.67,14234.68,3989.5,3070.46,5241.3,5725.97,17937.12,10393.31,3930.25,3211.99,1463.774,2121.906,2731.136,2062.731,2435.228,1336.511,2367.017
1/21/2010,17051.14,7441.79,9965.73,13501.46,3919.61,3024.72,5111.21,5632.86,17496.81,10165.6,3820.93,3100.6,1439.572,2077.931,2672.777,2011.968,2338.292,1307.334,2295.99
1/22/2010,16859.68,7401.97,9810.38,13322.21,3875.57,3052.25,5051.14,5550.74,17305.48,10077.19,3756.16,3093.75,1422.347,2044.904,2652.256,1980.341,2308.767,1307.011,2266.077
