Date,Open,High,Low,Close
17-January-2011,13868.11,13882.15,13587.47,13656.24,
18-January-2011,13692.33,13744.17,13603.76,13681.76,
19-January-2011,13763.33,13763.33,13469.72,13517.77,
20-January-2011,13503.90,13547.38,13416.68,13515.10,
21-January-2011,13542.24,13663.34,13473.09,13538.18,
24-January-2011,13621.60,13714.51,13579.44,13668.85,
25-January-2011,13762.82,13870.32,13685.70,13706.97,
27-January-2011,13797.20,13797.61,13447.82,13512.80,
28-January-2011,13512.82,13512.82,12988.55,13099.18,
31-January-2011,13183.55,13577.65,13020.79,13526.03,
1-February-2011,13591.71,13612.19,13145.73,13188.88,
2-February-2011,13327.42,13327.42,13011.44,13062.42,
3-February-2011,13116.97,13421.18,13033.86,13390.47,
4-February-2011,13415.85,13461.78,13043.55,13100.03,
7-February-2011,13157.59,13157.59,12928.94,12954.90,
8-February-2011,13007.84,13007.84,12676.50,12707.45,
9-February-2011,12705.78,12750.99,12304.66,12379.48,
10-February-2011,12374.43,12449.33,12187.44,12383.81,
11-February-2011,12427.66,12689.10,12282.16,12636.25,
14-February-2011,12772.27,13352.95,12727.03,13301.26,
15-February-2011,13355.79,13455.69,13033.01,13068.59,
16-February-2011,13150.09,13209.49,13075.89,13141.94,
17-February-2011,13192.81,13418.10,13049.24,13396.16,
18-February-2011,13420.64,13599.50,13092.62,13132.51,
21-February-2011,13198.97,13318.47,13001.96,13207.34,
22-February-2011,13142.83,13142.83,12878.07,12927.75,
23-February-2011,12913.53,13002.68,12855.03,12871.74,
24-February-2011,12866.06,12866.06,12348.98,12386.74,
25-February-2011,12479.37,12520.78,12145.72,12325.46,
28-February-2011,12422.49,12772.26,12369.87,12399.76,
1-March-2011,12479.40,12969.04,12479.40,12918.87,
3-March-2011,12912.40,13253.32,12811.38,13222.99,
4-March-2011,13298.45,13348.95,12922.08,12950.74,
7-March-2011,12945.66,12945.66,12560.98,12644.92,
8-March-2011,12696.80,12829.61,12624.73,12698.33,
9-March-2011,12759.12,12814.03,12671.78,12749.52,
10-March-2011,12735.06,12772.60,12633.50,12739.60,
11-March-2011,12685.65,12811.59,12506.40,12558.91,
14-March-2011,12558.99,12662.10,12525.76,12646.73,
15-March-2011,12525.96,12532.37,12286.30,12395.66,
16-March-2011,12446.82,12576.71,12446.82,12501.60,
17-March-2011,12417.67,12622.13,12409.25,12478.24,
