Date,Open,High,Low,Close
26-March-2007,8487.38,8519.97,8428.41,8445.81,
28-March-2007,8422.01,8478.80,8333.92,8374.35,
29-March-2007,8393.53,8430.81,8307.33,8346.06,
30-March-2007,8378.08,8503.32,8363.70,8488.44,
2-April-2007,8372.74,8379.36,8091.54,8131.67,
3-April-2007,8167.62,8248.32,8121.79,8219.63,
4-April-2007,8302.55,8428.87,8302.55,8366.76,
5-April-2007,8430.26,8688.76,8379.42,8623.65,
9-April-2007,8674.77,8931.71,8674.77,8905.01,
10-April-2007,8980.93,9055.91,8931.27,9000.01,
11-April-2007,9071.06,9348.37,9071.06,9330.87,
12-April-2007,9306.74,9417.96,9093.61,9122.01,
13-April-2007,9146.62,9325.43,9146.62,9303.65,
16-April-2007,9385.65,9573.89,9385.65,9560.58,
17-April-2007,9589.72,9601.97,9415.64,9437.31,
18-April-2007,9320.27,9509.50,9320.27,9415.02,
19-April-2007,9349.63,9390.53,9219.83,9373.42,
20-April-2007,9421.32,9719.81,9419.50,9702.28,
23-April-2007,9809.97,9929.67,9754.17,9896.84,
24-April-2007,9923.86,10108.16,9870.69,10043.87,
25-April-2007,10060.17,10060.17,9928.11,10019.71,
26-April-2007,10093.13,10154.72,9923.73,9957.65,
27-April-2007,9849.30,9941.76,9708.95,9726.49,
30-April-2007,9691.03,9863.94,9650.42,9835.72,
3-May-2007,9941.40,10026.08,9859.59,10015.40,
4-May-2007,10088.12,10131.93,9976.24,9996.79,
7-May-2007,10067.12,10146.47,9930.85,9946.27,
8-May-2007,9980.15,10117.41,9890.58,9932.54,
9-May-2007,9946.86,9991.18,9838.52,9966.89,
10-May-2007,10002.37,10257.90,10002.37,10106.75,
11-May-2007,10004.25,10131.25,9918.80,10065.76,
14-May-2007,10217.11,10278.53,10173.98,10262.03,
15-May-2007,10298.90,10300.74,10214.66,10254.33,
16-May-2007,10261.93,10364.37,10252.45,10325.26,
17-May-2007,10410.26,10466.68,10321.32,10364.83,
18-May-2007,10313.54,10313.54,10194.12,10242.01,
21-May-2007,10295.84,10534.46,10295.84,10494.47,
22-May-2007,10549.51,10601.42,10497.91,10531.15,
23-May-2007,10560.04,10700.24,10505.30,10634.95,
24-May-2007,10602.41,10602.41,10435.43,10462.28,
25-May-2007,10372.06,10499.01,10325.86,10472.80,
28-May-2007,10529.87,10606.55,10437.52,10454.88,
29-May-2007,10482.14,10523.45,10432.96,10494.25,
30-May-2007,10507.44,10552.55,10317.45,10344.67,
31-May-2007,10431.88,10462.36,10368.64,10405.99,
1-June-2007,10454.38,10566.97,10434.55,10468.17,
4-June-2007,10525.41,10766.75,10525.41,10634.17,
5-June-2007,10673.53,10715.90,10618.07,10648.83,
6-June-2007,10676.07,10688.37,10392.77,10414.47,
7-June-2007,10373.84,10515.21,10280.82,10427.05,
8-June-2007,10330.98,10365.77,10185.47,10242.72,
11-June-2007,10311.07,10382.54,10234.63,10258.74,
12-June-2007,10292.46,10417.63,10096.52,10359.92,
13-June-2007,10446.12,10446.12,10238.55,10275.27,
14-June-2007,10370.03,10581.72,10364.07,10567.54,
15-June-2007,10636.47,10662.26,10463.21,10495.98,
18-June-2007,10540.92,10582.45,10393.02,10423.60,
19-June-2007,10401.36,10623.77,10370.92,10611.59,
20-June-2007,10697.62,10769.74,10689.79,10724.96,
21-June-2007,10734.58,10860.00,10712.09,10820.06,
22-June-2007,10826.42,10875.94,10726.03,10744.98,
25-June-2007,10721.38,10799.58,10689.33,10748.16,
26-June-2007,10769.41,10838.26,10707.48,10770.83,
27-June-2007,10746.54,10753.00,10653.05,10685.59,
28-June-2007,10676.88,10724.69,10573.79,10634.50,
29-June-2007,10647.05,10697.01,10588.84,10605.00,
2-July-2007,10659.88,10738.38,10530.26,10560.32,
3-July-2007,10612.22,10726.79,10596.36,10660.22,
4-July-2007,10690.95,10831.39,10610.49,10785.05,
5-July-2007,10843.80,10867.08,10667.19,10816.64,
6-July-2007,10824.81,10924.02,10746.45,10775.02,
9-July-2007,10802.97,10897.53,10802.97,10870.47,
10-July-2007,10916.21,10963.86,10849.14,10942.38,
11-July-2007,10888.09,11134.69,10841.72,11104.86,
12-July-2007,11182.74,11486.29,11182.74,11475.26,
13-July-2007,11628.56,12034.51,11628.56,12000.90,
16-July-2007,12075.96,12250.02,12017.84,12090.98,
17-July-2007,12116.64,12208.63,11833.66,11868.44,
18-July-2007,11882.04,12020.33,11697.48,11948.44,
19-July-2007,12029.80,12152.98,11983.65,12032.98,
20-July-2007,12121.24,12279.85,12095.30,12211.10,
23-July-2007,12205.16,12335.56,12156.75,12305.00,
24-July-2007,12325.30,12516.56,12223.95,12369.62,
25-July-2007,12291.46,12371.55,12093.36,12161.06,
26-July-2007,12197.70,12224.86,12047.04,12139.71,
27-July-2007,11947.03,11947.03,11464.47,11501.52,
30-July-2007,11455.49,11650.62,11346.29,11381.27,
31-July-2007,11481.93,11639.34,11461.28,11630.92,
1-August-2007,11531.64,11531.64,11053.82,11071.28,
2-August-2007,11113.82,11273.35,11058.47,11169.37,
3-August-2007,11216.68,11379.97,11216.68,11324.63,
6-August-2007,11180.45,11180.45,10984.57,11139.43,
7-August-2007,11214.05,11295.20,11005.18,11041.86,
8-August-2007,11074.25,11274.01,11074.25,11222.02,
9-August-2007,11296.18,11520.65,11084.23,11118.87,
10-August-2007,10802.71,10891.86,10642.35,10863.61,
13-August-2007,10952.97,11034.93,10888.96,11008.83,
14-August-2007,11044.11,11125.57,11000.10,11016.63,
16-August-2007,10690.33,10690.33,10273.48,10299.61,
17-August-2007,10177.89,10268.86,9724.78,9811.61,
20-August-2007,10078.47,10237.30,10056.41,10199.05,
21-August-2007,10268.99,10294.95,9800.80,9847.15,
22-August-2007,9859.80,10117.82,9776.77,10081.33,
23-August-2007,10257.36,10360.68,9897.76,9992.40,
24-August-2007,10030.10,10331.73,10030.10,10276.60,
27-August-2007,10332.82,10652.57,10332.82,10637.64,
28-August-2007,10639.17,10800.03,10595.06,10748.27,
29-August-2007,10630.39,11231.87,10494.84,11203.77,
